quadratID,speciesID,cover
mrs_6_6,helhe,1-5
mrs_5_3,cirar,5-25
mrs_5_3,solri,25-50
mrs_5_3,echpa,5-25
mrs_5_3,ratpi,25-50
mrs_5_3,helhe,5-25
mrs_5_3,setfa,5-25
mrs_5_3,oxast,<1
mrs_5_3,cheal,1-5
mrs_5_3,zizau,<1
mrs_5_3,chafa,<1
mrs_5_2,andge,25-50
mrs_5_2,elyca,5-25
mrs_5_2,polpe,5-25
mrs_5_2,cirar,5-25
mrs_5_2,solri,1-5
mrs_5_2,cheal,5-25
mrs_5_2,helhe,1-5
mrs_5_2,ruehu,5-25
mrs_5_2,setfa,1-5
mrs_5_2,amata,1-5
mrs_5_2,rudhi,1-5
mrs_5_2,solca,5-25
mrs_5_1,cirar,25-50
mrs_5_1,elyca,50-75
mrs_5_1,helhe,5-25
mrs_5_1,monfi,5-25
mrs_5_1,ruehu,5-25
mrs_5_1,solca,5-25
mrs_5_1,fesar,1-5
mrs_5_1,schsc,5-25
mrs_5_1,zizau,<1
mrs_5_1,dalpu,1-5
mrs_4_1,cirar,5-25
mrs_4_1,symoo,5-25
mrs_4_1,passa,25-50
mrs_4_1,bapal,5-25
mrs_4_1,sornu,5-25
mrs_4_1,andge,5-25
mrs_4_1,schsc,5-25
mrs_4_1,boucu,1-5
mrs_4_1,chafa,5-25
mrs_4_2,urtdi,5-25
mrs_4_2,cirar,25-50
mrs_4_2,monfi,25-50
mrs_4_2,helhe,5-25
mrs_4_2,passa,5-25
mrs_4_2,fesar,1-5
mrs_4_2,lacse,1-5
mrs_4_2,setfa,5-25
mrs_4_3,solri,25-50
mrs_4_3,ratpi,5-25
mrs_4_3,monfi,5-25
mrs_4_3,helhe,5-25
mrs_4_3,solca,5-25
mrs_4_3,elyca,5-25
mrs_4_3,schsc,5-25
mrs_4_3,cirar,1-5
mrs_4_3,echpa,1-5
mrs_4_4,helhe,50-75
mrs_4_4,solca,5-25
mrs_4_4,desca,5-25
mrs_4_4,cirar,1-5
mrs_4_4,ruehu,1-5
mrs_4_4,elyca,<1
mrs_4_4,amata,1-5
mrs_4_4,setfa,1-5
mrs_4_5,helhe,50-75
mrs_4_5,monfi,25-50
mrs_4_5,agrre,1-5
mrs_4_5,zizau,<1
mrs_4_5,elyca,1-5
mrs_4_5,sornu,1-5
mrs_4_6,solri,25-50
mrs_4_6,boucu,1-5
mrs_4_6,elyca,1-5
mrs_4_6,schsc,50-75
mrs_4_6,tarof,5-25
mrs_4_6,helhe,1-5
mrs_4_6,zizau,<1
mrs_4_6,chafa,1-5
mrs_4_7,cirar,5-25
mrs_4_7,monfi,25-50
mrs_4_7,desca,5-25
mrs_4_7,elyca,5-25
mrs_4_7,solri,5-25
mrs_4_7,helhe,25-50
mrs_4_7,urtdi,1-5
mrs_4_7,carvu,5-25
mrs_4_7,schsc,1-5
mrs_3_1,solca,5-25
mrs_3_1,helhe,25-50
mrs_3_1,cirar,5-25
mrs_3_1,desca,5-25
mrs_3_1,rapi,5-25
mrs_3_1,solri,5-25
mrs_3_1,tarof,1-5
mrs_3_1,passa,1-5
mrs_3_1,elyca,1-5
mrs_3_2,cirar,5-25
mrs_3_2,chafa,1-5
mrs_3_2,solca,1-5
mrs_3_2,helhe,5-25
mrs_3_2,symoo,5-25
mrs_3_2,rudhi,1-5
mrs_3_2,schsc,25-50
mrs_3_2,elyca,5-25
mrs_3_2,ruehu,1-5
mrs_3_3,symer,25-50
mrs_3_3,carvu,5-25
mrs_3_3,desca,5-25
mrs_3_3,cirar,5-25
mrs_3_3,monfi,1-5
mrs_3_3,passa,1-5
mrs_3_3,solca,5-25
mrs_3_3,helhe,1-5
mrs_3_3,andge,5-25
mrs_3_3,rudhi,1-5
mrs_3_3,tarof,1-5
